TIME,HR,RR,HRV,SPO2
2024-04-15 00:00:00,79,18,754,97
2024-04-15 00:00:01,79,18,778,97
2024-04-15 00:00:02,79,18,760,97
2024-04-15 00:00:03,79,18,767,97
2024-04-15 00:00:04,78,19,778,97
2024-04-15 00:00:05,78,19,785,97
2024-04-15 00:00:06,78,19,758,97
2024-04-15 00:00:07,78,19,764,97
2024-04-15 00:00:08,78,19,766,97
2024-04-15 00:00:09,78,19,759,97
2024-04-15 00:00:10,78,19,771,97
2024-04-15 00:00:11,78,19,767,97
2024-04-15 00:00:12,78,19,773,97
2024-04-15 00:00:13,78,19,770,97
2024-04-15 00:00:14,78,19,793,97
2024-04-15 00:00:15,78,19,778,97
2024-04-15 00:00:16,77,19,780,97
2024-04-15 00:00:17,77,19,808,97
2024-04-15 00:00:18,77,19,781,97
2024-04-15 00:00:19,77,19,771,97
2024-04-15 00:00:20,77,19,794,97
2024-04-15 00:00:21,77,19,759,97
2024-04-15 00:00:22,77,19,770,97
2024-04-15 00:00:23,77,19,770,97
2024-04-15 00:00:24,77,19,772,97
2024-04-15 00:00:25,77,19,777,97
2024-04-15 00:00:26,77,19,770,97
2024-04-15 00:00:27,77,19,783,97
2024-04-15 00:00:28,77,19,767,97
2024-04-15 00:00:29,77,19,805,97
2024-04-15 00:00:30,77,19,804,97
2024-04-15 00:00:31,77,19,803,97
2024-04-15 00:00:32,76,19,795,97
2024-04-15 00:00:33,76,19,782,97
2024-04-15 00:00:34,75,19,759,97
2024-04-15 00:00:35,75,19,766,97
2024-04-15 00:00:36,76,19,758,97
2024-04-15 00:00:37,77,19,745,97
2024-04-15 00:00:38,78,19,752,97
2024-04-15 00:00:39,78,19,773,97
2024-04-15 00:00:40,78,19,772,97
2024-04-15 00:00:41,78,19,811,97
2024-04-15 00:00:42,78,20,812,97
2024-04-15 00:00:43,78,20,786,97
2024-04-15 00:00:44,77,20,784,97
2024-04-15 00:00:45,77,20,810,97
2024-04-15 00:00:46,76,20,820,97
2024-04-15 00:00:47,75,20,784,97
2024-04-15 00:00:48,75,19,791,97
2024-04-15 00:00:49,75,19,770,97
2024-04-15 00:00:50,76,19,780,97
2024-04-15 00:00:51,76,19,785,97
2024-04-15 00:00:52,76,19,778,97
2024-04-15 00:00:53,76,19,783,97
2024-04-15 00:00:54,77,20,781,97
2024-04-15 00:00:55,77,20,793,97
2024-04-15 00:00:56,76,20,776,97
2024-04-15 00:00:57,76,19,813,97
2024-04-15 00:00:58,76,19,817,97
2024-04-15 00:00:59,75,19,769,97
2024-04-15 00:01:00,75,19,805,97
2024-04-15 00:01:01,76,19,815,97
2024-04-15 00:01:02,75,19,798,97
2024-04-15 00:01:03,75,19,776,97
2024-04-15 00:01:04,75,19,779,97
2024-04-15 00:01:05,76,19,773,97
2024-04-15 00:01:06,76,19,785,97
2024-04-15 00:01:07,77,19,795,97
2024-04-15 00:01:08,77,19,805,97
2024-04-15 00:01:09,76,19,790,97
2024-04-15 00:01:10,76,19,765,97
2024-04-15 00:01:11,76,19,778,97
2024-04-15 00:01:12,77,19,771,97
2024-04-15 00:01:13,77,19,780,97
2024-04-15 00:01:14,77,19,788,97
2024-04-15 00:01:15,77,19,783,97
2024-04-15 00:01:16,77,19,769,97
2024-04-15 00:01:17,77,19,766,97
2024-04-15 00:01:18,77,19,775,97
2024-04-15 00:01:19,77,19,760,98
2024-04-15 00:01:20,78,19,791,98
2024-04-15 00:01:21,78,19,775,98
2024-04-15 00:01:22,77,19,781,98
2024-04-15 00:01:23,77,19,764,98
2024-04-15 00:01:24,77,19,780,98
2024-04-15 00:01:25,77,19,765,98
2024-04-15 00:01:26,77,19,765,98
2024-04-15 00:01:27,77,19,844,98
2024-04-15 00:01:28,77,19,844,98
2024-04-15 00:01:29,77,19,844,98
2024-04-15 00:01:30,77,18,844,98
2024-04-15 00:01:31,77,0,844,98
2024-04-15 00:01:32,77,0,844,98
2024-04-15 00:01:33,77,0,844,98
2024-04-15 00:01:34,77,19,844,98
2024-04-15 00:01:35,77,19,844,98
2024-04-15 00:01:36,77,19,844,98
2024-04-15 00:01:36,77,19,844,98
2024-04-15 00:01:37,77,19,844,98
2024-04-15 00:01:38,77,19,844,98
2024-04-15 00:01:39,77,19,844,98
2024-04-15 00:01:40,77,19,628,98
2024-04-15 00:01:41,77,19,633,98
2024-04-15 00:01:41,77,19,633,98
2024-04-15 00:01:42,77,19,682,98
2024-04-15 00:01:42,77,19,682,98
2024-04-15 00:01:43,83,19,691,98
2024-04-15 00:01:44,85,19,743,98
2024-04-15 00:01:45,84,19,800,98
2024-04-15 00:01:46,83,19,782,98
2024-04-15 00:01:47,82,19,759,98
2024-04-15 00:01:48,80,19,789,98
2024-04-15 00:01:49,80,19,777,98
2024-04-15 00:01:50,79,19,806,98
2024-04-15 00:01:51,78,19,802,97
2024-04-15 00:01:52,77,19,821,97
2024-04-15 00:01:53,76,19,819,97
2024-04-15 00:01:54,75,19,809,97
2024-04-15 00:01:55,75,19,808,97
2024-04-15 00:01:55,75,19,808,97
2024-04-15 00:01:56,75,19,823,97
2024-04-15 00:01:57,74,19,820,97
2024-04-15 00:01:58,74,19,852,97
2024-04-15 00:01:59,74,19,819,97
2024-04-15 00:02:00,73,19,847,97
2024-04-15 00:02:01,73,19,817,97
2024-04-15 00:02:02,73,19,819,97
2024-04-15 00:02:03,73,19,818,97
2024-04-15 00:02:04,73,19,810,97
2024-04-15 00:02:05,73,19,811,97
2024-04-15 00:02:06,73,19,802,97
2024-04-15 00:02:07,74,19,799,97
2024-04-15 00:02:08,74,19,763,97
2024-04-15 00:02:09,74,19,799,97
2024-04-15 00:02:10,74,19,800,97
2024-04-15 00:02:11,75,19,775,97
2024-04-15 00:02:12,74,19,812,97
2024-04-15 00:02:13,74,19,812,97
2024-04-15 00:02:14,74,19,823,97
2024-04-15 00:02:15,74,19,818,97
2024-04-15 00:02:16,74,19,801,97
2024-04-15 00:02:17,74,19,823,97
2024-04-15 00:02:18,74,19,812,97
2024-04-15 00:02:19,74,19,815,97
2024-04-15 00:02:20,74,19,818,97
2024-04-15 00:02:21,74,19,798,97
2024-04-15 00:02:22,74,19,784,97
2024-04-15 00:02:23,75,19,815,97
2024-04-15 00:02:24,74,19,779,97
2024-04-15 00:02:25,74,19,808,97
2024-04-15 00:02:26,74,19,806,97
2024-04-15 00:02:27,74,18,816,97
2024-04-15 00:02:28,74,18,783,97
2024-04-15 00:02:29,75,18,818,97
2024-04-15 00:02:30,75,18,807,97
2024-04-15 00:02:31,75,18,789,97
2024-04-15 00:02:32,75,18,807,97
2024-04-15 00:02:33,75,18,819,97
2024-04-15 00:02:34,75,18,802,97
2024-04-15 00:02:35,75,18,810,97
2024-04-15 00:02:36,75,18,807,97
2024-04-15 00:02:37,74,18,791,97
2024-04-15 00:02:38,75,18,816,97
2024-04-15 00:02:39,74,18,824,97
2024-04-15 00:02:40,74,18,785,97
2024-04-15 00:02:41,74,18,827,97
2024-04-15 00:02:42,74,18,807,97
2024-04-15 00:02:43,74,18,787,97
2024-04-15 00:02:44,75,18,813,97
2024-04-15 00:02:45,74,19,803,97
2024-04-15 00:02:46,74,19,786,97
2024-04-15 00:02:47,75,19,808,97
2024-04-15 00:02:48,75,19,813,97
2024-04-15 00:02:49,75,19,813,97
2024-04-15 00:02:50,75,19,809,97
2024-04-15 00:02:51,74,19,806,97
2024-04-15 00:02:52,74,19,818,97
2024-04-15 00:02:53,74,19,813,97
2024-04-15 00:02:54,74,19,822,97
2024-04-15 00:02:55,74,19,854,97
2024-04-15 00:02:56,73,19,815,97
2024-04-15 00:02:57,73,19,823,97
2024-04-15 00:02:58,73,19,846,97
2024-04-15 00:02:59,73,19,807,97
2024-04-15 00:03:00,73,19,825,97
2024-04-15 00:03:01,73,19,825,97
2024-04-15 00:03:02,73,19,822,97
2024-04-15 00:03:03,72,19,818,97
2024-04-15 00:03:04,73,19,813,97
2024-04-15 00:03:05,73,19,824,97
2024-04-15 00:03:06,73,19,833,97
2024-04-15 00:03:07,73,19,863,97
2024-04-15 00:03:08,73,19,823,97
2024-04-15 00:03:09,72,19,802,97
2024-04-15 00:03:10,73,19,877,97
2024-04-15 00:03:11,72,19,838,97
2024-04-15 00:03:12,72,19,810,97
2024-04-15 00:03:13,72,19,871,97
2024-04-15 00:03:14,72,20,820,97
2024-04-15 00:03:15,72,20,825,97
2024-04-15 00:03:16,72,20,861,97
2024-04-15 00:03:17,72,20,823,97
2024-04-15 00:03:18,72,20,807,97
2024-04-15 00:03:19,72,20,854,97
2024-04-15 00:03:20,72,20,826,97
2024-04-15 00:03:21,72,20,814,97
2024-04-15 00:03:22,73,20,791,97
2024-04-15 00:03:23,73,20,770,97
2024-04-15 00:03:24,74,20,759,97
2024-04-15 00:03:25,75,20,763,97
2024-04-15 00:03:26,75,20,799,97
2024-04-15 00:03:27,76,20,778,97
2024-04-15 00:03:28,76,20,783,97
2024-04-15 00:03:29,76,20,815,97
2024-04-15 00:03:30,76,20,813,97
2024-04-15 00:03:31,75,20,866,97
2024-04-15 00:03:32,74,20,849,97
2024-04-15 00:03:33,74,20,831,97
2024-04-15 00:03:34,73,20,854,97
2024-04-15 00:03:35,73,20,814,97
2024-04-15 00:03:36,72,20,818,97
2024-04-15 00:03:37,73,20,817,97
2024-04-15 00:03:38,73,20,828,97
2024-04-15 00:03:39,73,20,819,97
2024-04-15 00:03:40,73,20,804,97
2024-04-15 00:03:41,73,20,828,97
2024-04-15 00:03:42,73,20,789,97
2024-04-15 00:03:43,73,20,852,97
2024-04-15 00:03:44,74,20,821,97
2024-04-15 00:03:45,73,20,802,97
2024-04-15 00:03:46,74,20,810,97
2024-04-15 00:03:47,74,20,810,97
2024-04-15 00:03:48,74,20,821,97
2024-04-15 00:03:49,74,20,831,97
2024-04-15 00:03:50,73,20,841,97
2024-04-15 00:03:51,73,20,815,97
2024-04-15 00:03:52,73,20,813,97
2024-04-15 00:03:53,73,20,814,97
2024-04-15 00:03:54,73,20,850,97
2024-04-15 00:03:55,73,20,837,97
2024-04-15 00:03:55,73,20,837,97
2024-04-15 00:03:56,72,20,814,97
2024-04-15 00:03:56,72,20,814,97
2024-04-15 00:03:57,72,20,820,97
2024-04-15 00:03:58,72,20,800,97
2024-04-15 00:03:59,73,20,822,97
2024-04-15 00:04:00,73,20,794,97
2024-04-15 00:04:01,73,20,816,97
2024-04-15 00:04:02,73,20,812,97
2024-04-15 00:04:03,74,20,816,97
2024-04-15 00:04:04,74,20,801,97
2024-04-15 00:04:05,74,20,815,97
2024-04-15 00:04:06,74,20,811,97
2024-04-15 00:04:07,74,20,828,97
2024-04-15 00:04:08,74,20,821,97
2024-04-15 00:04:09,73,20,807,97
2024-04-15 00:04:10,74,20,814,97
2024-04-15 00:04:11,74,20,832,97
2024-04-15 00:04:12,73,20,824,97
2024-04-15 00:04:13,73,20,820,97
2024-04-15 00:04:14,73,20,864,97
2024-04-15 00:04:15,73,20,801,97
2024-04-15 00:04:16,73,20,808,97
2024-04-15 00:04:17,73,20,817,97
2024-04-15 00:04:18,73,20,816,97
2024-04-15 00:04:19,73,20,815,97
2024-04-15 00:04:20,73,20,810,97
2024-04-15 00:04:21,74,20,787,97
2024-04-15 00:04:22,74,20,794,97
2024-04-15 00:04:23,75,20,797,97
2024-04-15 00:04:24,75,20,808,97
2024-04-15 00:04:25,75,20,811,97
2024-04-15 00:04:26,75,19,779,97
2024-04-15 00:04:27,75,19,808,97
2024-04-15 00:04:28,75,19,798,97
2024-04-15 00:04:29,75,19,798,97
2024-04-15 00:04:30,75,19,821,97
2024-04-15 00:04:31,75,19,756,97
2024-04-15 00:04:32,75,19,756,97
2024-04-15 00:04:33,75,19,771,97
2024-04-15 00:04:34,76,19,795,97
2024-04-15 00:04:35,76,19,802,97
2024-04-15 00:04:36,76,19,770,97
2024-04-15 00:04:37,76,19,802,97
2024-04-15 00:04:38,76,19,804,97
2024-04-15 00:04:39,76,19,770,97
2024-04-15 00:04:40,76,20,819,97
2024-04-15 00:04:41,76,20,800,97
2024-04-15 00:04:42,76,20,800,97
2024-04-15 00:04:43,75,20,806,97
2024-04-15 00:04:44,76,20,774,97
2024-04-15 00:04:45,76,20,784,97
2024-04-15 00:04:46,76,20,813,97
2024-04-15 00:04:47,77,20,777,97
2024-04-15 00:04:48,76,20,800,97
2024-04-15 00:04:49,76,20,802,97
2024-04-15 00:04:50,76,20,821,97
2024-04-15 00:04:51,75,20,843,97
2024-04-15 00:04:52,75,20,797,97
2024-04-15 00:04:53,75,20,797,97
2024-04-15 00:04:54,75,20,797,97
2024-04-15 00:04:55,75,20,813,97
2024-04-15 00:04:56,75,20,821,97
2024-04-15 00:04:57,75,20,821,97
2024-04-15 00:04:58,74,20,821,97
2024-04-15 00:04:59,74,20,831,97
2024-04-15 00:05:00,74,20,800,97
2024-04-15 00:05:01,74,20,806,97
2024-04-15 00:05:02,74,20,793,97
2024-04-15 00:05:03,75,20,797,97
2024-04-15 00:05:04,75,20,752,97
2024-04-15 00:05:05,75,20,801,97
2024-04-15 00:05:06,75,20,807,97
2024-04-15 00:05:07,75,20,805,97
2024-04-15 00:05:08,75,20,806,97
2024-04-15 00:05:09,75,20,821,97
2024-04-15 00:05:10,75,21,811,97
2024-04-15 00:05:11,74,21,825,97
2024-04-15 00:05:12,74,21,837,97
2024-04-15 00:05:13,74,21,817,97
2024-04-15 00:05:14,73,21,804,97
2024-04-15 00:05:15,74,21,824,97
2024-04-15 00:05:16,73,21,816,97
2024-04-15 00:05:17,73,21,777,97
2024-04-15 00:05:18,74,21,793,97
2024-04-15 00:05:19,74,21,801,97
2024-04-15 00:05:20,74,21,810,97
2024-04-15 00:05:21,75,21,786,97
2024-04-15 00:05:22,75,21,808,97
2024-04-15 00:05:23,75,21,813,97
2024-04-15 00:05:24,74,21,777,97
2024-04-15 00:05:25,75,21,818,97
2024-04-15 00:05:26,75,21,771,97
2024-04-15 00:05:27,76,21,804,97
2024-04-15 00:05:28,75,21,802,97
2024-04-15 00:05:29,76,21,755,97
2024-04-15 00:05:30,76,21,787,97
2024-04-15 00:05:31,76,21,805,97
2024-04-15 00:05:32,77,21,757,97
2024-04-15 00:05:33,77,21,804,97
2024-04-15 00:05:34,77,21,785,97
2024-04-15 00:05:35,76,21,796,97
2024-04-15 00:05:36,76,21,799,97
2024-04-15 00:05:37,76,21,832,97
2024-04-15 00:05:38,75,21,802,97
2024-04-15 00:05:39,75,21,833,97
2024-04-15 00:05:40,75,21,786,97
2024-04-15 00:05:41,75,21,803,97
2024-04-15 00:05:42,75,21,790,97
2024-04-15 00:05:43,75,21,799,97
2024-04-15 00:05:44,75,21,768,97
2024-04-15 00:05:45,76,21,807,97
2024-04-15 00:05:46,75,21,770,97
2024-04-15 00:05:47,76,21,758,97
2024-04-15 00:05:48,76,21,783,97
2024-04-15 00:05:49,76,21,774,97
2024-04-15 00:05:50,77,21,802,97
2024-04-15 00:05:51,77,21,772,97
2024-04-15 00:05:52,77,22,792,97
2024-04-15 00:05:53,77,22,779,97
2024-04-15 00:05:54,77,22,814,97
2024-04-15 00:05:55,77,22,794,97
2024-04-15 00:05:56,76,22,779,97
2024-04-15 00:05:56,76,22,779,97
2024-04-15 00:05:57,76,22,830,97
2024-04-15 00:05:57,76,22,830,97
2024-04-15 00:05:58,76,21,798,97
2024-04-15 00:05:59,76,21,814,97
2024-04-15 00:06:00,75,21,809,97
2024-04-15 00:06:01,75,21,811,97
2024-04-15 00:06:02,75,21,818,97
2024-04-15 00:06:03,75,21,808,97
2024-04-15 00:06:04,74,21,813,97
2024-04-15 00:06:05,74,21,793,97
2024-04-15 00:06:06,74,21,778,97
2024-04-15 00:06:07,74,21,752,97
2024-04-15 00:06:08,75,21,801,97
2024-04-15 00:06:09,75,21,748,97
2024-04-15 00:06:10,76,21,789,97
2024-04-15 00:06:11,76,21,758,97
2024-04-15 00:06:12,77,21,806,97
2024-04-15 00:06:13,76,21,797,97
2024-04-15 00:06:14,77,21,805,97
2024-04-15 00:06:15,76,21,805,97
2024-04-15 00:06:16,76,21,805,97
2024-04-15 00:06:17,76,21,802,97
2024-04-15 00:06:18,76,21,804,97
2024-04-15 00:06:19,75,21,783,97
2024-04-15 00:06:20,75,21,807,97
2024-04-15 00:06:21,75,21,799,97
2024-04-15 00:06:22,75,21,809,97
2024-04-15 00:06:23,75,21,805,97
2024-04-15 00:06:24,75,21,805,97
2024-04-15 00:06:25,75,21,816,97
2024-04-15 00:06:26,75,21,808,97
2024-04-15 00:06:27,74,21,815,97
2024-04-15 00:06:27,74,21,815,97
2024-04-15 00:06:28,74,21,802,97
2024-04-15 00:06:29,74,21,812,97
2024-04-15 00:06:30,74,21,784,97
2024-04-15 00:06:31,75,21,790,97
2024-04-15 00:06:32,75,21,801,97
2024-04-15 00:06:33,75,21,801,97
2024-04-15 00:06:34,76,21,788,97
2024-04-15 00:06:35,75,21,793,97
2024-04-15 00:06:36,76,21,798,97
2024-04-15 00:06:37,75,21,792,97
2024-04-15 00:06:38,76,21,820,97
2024-04-15 00:06:39,75,21,820,97
2024-04-15 00:06:40,75,21,820,97
2024-04-15 00:06:41,75,21,786,97
2024-04-15 00:06:42,75,21,776,97
2024-04-15 00:06:43,75,21,833,97
2024-04-15 00:06:43,75,21,833,97
2024-04-15 00:06:44,75,21,799,97
2024-04-15 00:06:45,75,21,808,97
2024-04-15 00:06:46,75,21,808,97
2024-04-15 00:06:47,75,21,801,97
2024-04-15 00:06:48,75,21,774,97
2024-04-15 00:06:49,75,21,769,97
2024-04-15 00:06:50,75,21,791,97
2024-04-15 00:06:51,76,21,807,97
2024-04-15 00:06:52,75,21,768,97
2024-04-15 00:06:53,76,21,812,97
2024-04-15 00:06:54,76,21,798,97
2024-04-15 00:06:55,75,21,778,97
2024-04-15 00:06:56,76,21,812,97
2024-04-15 00:06:57,75,22,804,97
2024-04-15 00:06:58,75,22,805,97
2024-04-15 00:06:59,75,22,821,97
2024-04-15 00:07:00,74,22,805,97
2024-04-15 00:07:01,74,22,810,97
2024-04-15 00:07:02,74,22,813,97
2024-04-15 00:07:03,74,22,809,97
2024-04-15 00:07:04,74,22,803,97
2024-04-15 00:07:05,74,22,773,97
2024-04-15 00:07:06,75,22,811,97
2024-04-15 00:07:07,75,22,820,97
2024-04-15 00:07:08,74,22,766,97
2024-04-15 00:07:09,75,22,802,97
2024-04-15 00:07:10,75,23,817,97
2024-04-15 00:07:11,75,23,803,97
2024-04-15 00:07:12,74,23,821,97
2024-04-15 00:07:13,74,22,802,97
2024-04-15 00:07:14,74,22,804,97
2024-04-15 00:07:15,74,22,815,97
2024-04-15 00:07:16,74,22,812,97
2024-04-15 00:07:17,74,22,785,97
2024-04-15 00:07:18,74,22,813,97
2024-04-15 00:07:19,74,22,781,97
2024-04-15 00:07:20,75,22,809,97
2024-04-15 00:07:21,75,22,822,97
2024-04-15 00:07:22,74,22,803,97
2024-04-15 00:07:23,75,22,789,97
2024-04-15 00:07:24,75,22,819,97
2024-04-15 00:07:25,75,22,796,97
2024-04-15 00:07:26,75,22,767,97
2024-04-15 00:07:27,75,22,804,97
2024-04-15 00:07:28,75,22,769,97
2024-04-15 00:07:29,76,22,793,97
2024-04-15 00:07:30,76,22,790,97
2024-04-15 00:07:31,76,22,785,97
2024-04-15 00:07:32,76,22,782,97
2024-04-15 00:07:33,76,22,796,97
2024-04-15 00:07:34,77,22,810,97
2024-04-15 00:07:35,76,22,758,97
2024-04-15 00:07:36,76,22,802,97
2024-04-15 00:07:37,76,22,782,97
2024-04-15 00:07:38,76,22,775,97
2024-04-15 00:07:39,77,22,794,97
2024-04-15 00:07:40,76,22,768,97
2024-04-15 00:07:41,77,22,786,97
2024-04-15 00:07:42,77,22,744,97
2024-04-15 00:07:43,77,22,800,97
2024-04-15 00:07:44,77,22,799,97
2024-04-15 00:07:45,77,22,823,97
2024-04-15 00:07:46,76,22,807,97
2024-04-15 00:07:47,76,22,777,97
2024-04-15 00:07:48,76,22,843,97
2024-04-15 00:07:49,76,22,794,97
2024-04-15 00:07:50,75,22,801,97
2024-04-15 00:07:51,75,22,801,97
2024-04-15 00:07:52,75,22,801,97
2024-04-15 00:07:53,75,22,803,97
2024-04-15 00:07:54,75,22,813,97
2024-04-15 00:07:55,74,22,768,97
2024-04-15 00:07:56,74,22,798,97
2024-04-15 00:07:57,75,22,778,97
2024-04-15 00:07:58,75,22,806,97
2024-04-15 00:07:59,75,22,812,97
2024-04-15 00:08:00,75,22,819,97
2024-04-15 00:08:01,75,22,821,97
2024-04-15 00:08:02,74,22,809,97
2024-04-15 00:08:03,74,22,821,97
2024-04-15 00:08:04,74,22,807,97
2024-04-15 00:08:05,74,22,812,97
2024-04-15 00:08:06,74,22,808,97
2024-04-15 00:08:07,74,22,778,97
2024-04-15 00:08:08,75,22,810,97
2024-04-15 00:08:09,74,22,806,97
2024-04-15 00:08:10,74,22,767,97
2024-04-15 00:08:11,75,22,767,97
2024-04-15 00:08:12,75,22,767,97
2024-04-15 00:08:13,75,22,814,97
2024-04-15 00:08:14,75,22,787,97
2024-04-15 00:08:15,75,22,794,97
2024-04-15 00:08:16,75,22,807,97
2024-04-15 00:08:17,75,21,810,97
2024-04-15 00:08:18,75,21,809,97
2024-04-15 00:08:19,74,21,816,97
2024-04-15 00:08:20,74,21,824,97
2024-04-15 00:08:21,74,21,805,97
2024-04-15 00:08:22,74,21,809,97
2024-04-15 00:08:23,74,21,805,97
2024-04-15 00:08:24,74,21,779,97
2024-04-15 00:08:25,75,21,821,97
2024-04-15 00:08:26,75,21,805,97
2024-04-15 00:08:27,74,21,815,97
2024-04-15 00:08:28,74,21,806,97
2024-04-15 00:08:29,74,21,810,97
2024-04-15 00:08:30,74,21,808,97
2024-04-15 00:08:31,74,21,791,97
2024-04-15 00:08:32,74,21,796,97
2024-04-15 00:08:33,75,21,801,97
2024-04-15 00:08:34,75,21,813,97
2024-04-15 00:08:35,75,21,748,97
2024-04-15 00:08:36,75,21,819,97
2024-04-15 00:08:37,75,21,811,97
2024-04-15 00:08:38,75,21,805,97
2024-04-15 00:08:39,75,21,777,97
2024-04-15 00:08:40,75,21,830,97
2024-04-15 00:08:41,75,21,816,97
2024-04-15 00:08:42,75,21,821,97
2024-04-15 00:08:43,75,21,796,97
2024-04-15 00:08:44,74,21,810,97
2024-04-15 00:08:45,74,21,808,97
2024-04-15 00:08:46,74,21,816,97
2024-04-15 00:08:47,74,21,809,97
2024-04-15 00:08:48,74,21,814,97
2024-04-15 00:08:49,74,21,826,97
2024-04-15 00:08:50,74,21,812,97
2024-04-15 00:08:51,74,21,821,97
2024-04-15 00:08:52,74,21,809,97
2024-04-15 00:08:53,74,21,815,97
2024-04-15 00:08:54,74,21,823,97
2024-04-15 00:08:55,73,21,788,97
2024-04-15 00:08:56,73,21,806,97
2024-04-15 00:08:57,74,21,853,97
2024-04-15 00:08:58,73,21,818,97
2024-04-15 00:08:59,73,21,797,97
2024-04-15 00:09:00,74,21,822,97
2024-04-15 00:09:01,74,21,803,97
2024-04-15 00:09:02,74,21,782,97
2024-04-15 00:09:03,74,21,817,97
2024-04-15 00:09:04,75,21,810,97
2024-04-15 00:09:05,74,21,813,97
2024-04-15 00:09:06,74,21,820,97
2024-04-15 00:09:07,74,21,809,97
2024-04-15 00:09:08,74,21,808,97
2024-04-15 00:09:09,74,20,791,97
2024-04-15 00:09:10,74,20,776,97
2024-04-15 00:09:11,75,20,775,97
2024-04-15 00:09:12,75,20,796,97
2024-04-15 00:09:13,75,20,798,97
2024-04-15 00:09:14,75,20,760,97
2024-04-15 00:09:15,76,20,778,97
2024-04-15 00:09:16,76,20,782,97
2024-04-15 00:09:17,76,20,776,97
2024-04-15 00:09:18,76,20,802,97
2024-04-15 00:09:19,76,20,782,97
2024-04-15 00:09:20,76,20,785,97
2024-04-15 00:09:21,76,20,821,97
2024-04-15 00:09:22,76,20,820,97
2024-04-15 00:09:23,76,20,807,97
2024-04-15 00:09:24,75,20,818,97
2024-04-15 00:09:25,75,20,804,97
2024-04-15 00:09:26,75,20,799,97
2024-04-15 00:09:27,75,21,809,97
2024-04-15 00:09:28,75,21,794,97
2024-04-15 00:09:29,75,21,827,97
2024-04-15 00:09:30,75,21,832,97
2024-04-15 00:09:31,74,21,840,97
2024-04-15 00:09:32,74,21,819,97
2024-04-15 00:09:33,74,21,812,97
2024-04-15 00:09:34,74,21,817,97
2024-04-15 00:09:35,74,21,827,97
2024-04-15 00:09:36,73,21,792,97
2024-04-15 00:09:37,73,21,809,97
2024-04-15 00:09:38,73,21,800,97
2024-04-15 00:09:39,74,21,814,97
2024-04-15 00:09:40,74,21,771,97
2024-04-15 00:09:41,74,21,803,97
2024-04-15 00:09:42,75,20,809,97
2024-04-15 00:09:43,75,20,796,97
2024-04-15 00:09:44,75,20,798,97
2024-04-15 00:09:45,75,20,769,97
2024-04-15 00:09:46,75,20,809,97
2024-04-15 00:09:47,75,20,801,97
2024-04-15 00:09:48,75,20,771,97
2024-04-15 00:09:49,75,20,798,97
2024-04-15 00:09:50,75,20,811,97
2024-04-15 00:09:51,75,20,814,97
2024-04-15 00:09:52,75,20,807,97
2024-04-15 00:09:53,74,21,817,97
2024-04-15 00:09:54,74,21,792,97
2024-04-15 00:09:55,74,21,800,97
2024-04-15 00:09:56,75,21,769,97
2024-04-15 00:09:57,75,21,794,97
2024-04-15 00:09:58,75,21,818,97
2024-04-15 00:09:59,75,21,782,97
2024-04-15 00:10:00,75,21,792,97
2024-04-15 00:10:01,76,21,801,97
2024-04-15 00:10:02,75,21,791,97
2024-04-15 00:10:03,76,21,775,97
2024-04-15 00:10:04,76,21,800,97
2024-04-15 00:10:05,76,21,769,97
2024-04-15 00:10:06,76,21,796,97
2024-04-15 00:10:07,76,21,793,97
2024-04-15 00:10:08,76,21,816,97
2024-04-15 00:10:09,76,21,807,97
2024-04-15 00:10:10,75,21,810,97
2024-04-15 00:10:11,75,21,792,97
2024-04-15 00:10:12,75,21,828,97
2024-04-15 00:10:13,75,21,834,97
2024-04-15 00:10:14,74,21,807,97
2024-04-15 00:10:15,74,21,803,97
2024-04-15 00:10:16,74,21,775,97
2024-04-15 00:10:17,75,21,805,97
2024-04-15 00:10:18,75,21,770,97
2024-04-15 00:10:19,75,21,766,97
2024-04-15 00:10:20,75,21,790,97
2024-04-15 00:10:21,75,21,768,97
2024-04-15 00:10:22,76,21,789,97
2024-04-15 00:10:23,76,21,789,97
2024-04-15 00:10:24,76,21,799,97
2024-04-15 00:10:25,76,21,798,97
2024-04-15 00:10:26,76,21,799,97
2024-04-15 00:10:27,76,21,830,97
2024-04-15 00:10:28,76,21,803,97
2024-04-15 00:10:29,75,21,802,97
2024-04-15 00:10:30,75,21,774,97
2024-04-15 00:10:31,75,21,796,97
2024-04-15 00:10:32,75,21,789,97
2024-04-15 00:10:33,76,21,789,97
2024-04-15 00:10:34,76,21,802,97
2024-04-15 00:10:35,75,21,797,97
2024-04-15 00:10:36,75,21,826,97
2024-04-15 00:10:37,75,21,782,97
2024-04-15 00:10:38,75,21,807,97
2024-04-15 00:10:39,75,21,816,97
2024-04-15 00:10:40,75,21,819,97
2024-04-15 00:10:41,74,21,795,97
2024-04-15 00:10:42,75,21,801,97
2024-04-15 00:10:43,74,21,772,97
2024-04-15 00:10:44,74,21,803,97
2024-04-15 00:10:45,75,21,780,97
2024-04-15 00:10:46,75,20,773,97
2024-04-15 00:10:47,76,20,786,97
2024-04-15 00:10:48,76,20,796,97
2024-04-15 00:10:49,76,20,781,97
2024-04-15 00:10:50,76,20,789,97
2024-04-15 00:10:51,76,20,778,97
2024-04-15 00:10:52,76,20,815,97
2024-04-15 00:10:53,76,20,772,97
2024-04-15 00:10:54,76,21,810,97
